text,label
In Morgan Mill will it be sunny,2
I want to give A Mortal Flower a two,4
Rate the following series a one out of 6,4
what is the weather of East Portal KS,2
Find the TV series I Build the Tower,5
I'd give the Mandaean Book of John 4 points,4
"I want to listen to an album sorted by last , open Google Music and play Paulinho Da Viola .",3
Add hello i must be going to the power ballads playlist,0
Peter and the Piskies Cornish Folk and Fairy Tales only gets a three out of 6 .,4
"I need Journal of Pediatric Oncology Nursing , help me find",5
Is Mentioned in Confidence at the cinema,6
please add this artist to my Zen Focus playlist,0
Play music from the list Indie Electronics,3
Play Iheart,3
Rate the current textbook 1 of 6 stars,4
Will it be overcast a month from now here,2
Want to eat at The Meatball Shop that's within walking distance of erica's campus,1
play some Mike Porcaro,3
Give Love in the Time of Foreclosure 4 of 6,4
I need a weather update now for Manhattan Project National Historical Park,2
play the top twenty movement songs from Roberto Valverde,3
What will the weather be in Overton at 8 pm ?,2
play a 1977 record by Bitty Mclean on Google Music,3
"Weather for jun. ninth, 2033 in San Pierre Romania",2
Will there be hail around Khao Phanom Bencha National Park ?,2
Can you tell me the movie times for Alamo Drafthouse Cinema,6
restaurant in Niger for my mom and I,1
At thirteen hundred hours what will the weather be on Ghana ?,2
Play my Still Got the Blues playlist.,3
Give 2 stars to The Doom Brigade,4
"Please look up the painting , Modern times .",5
search for movie Turn Back the Clock,5
Freud The Mind of the Moralist should be rated 2 stars with a best rating of 6,4
I'd like to hear the song In a Reverie,5
Add the artist Gwenno Pipette to the sexy as folk playlist.,0
Find the Steady as She Goes saga,5
book a restaurant not far from Municipal Borough of Ealing for today,1
show creative song UFO Senshi Dai Apolon,5
Rate The Taking series a zero out of 6,4
I'd like to see the album Heroes of Might and Magic IV,5
What movie house is playing the animated movies nearest ?,6
Find the Three Little Pigs television show,5
give 4 out of 6 stars to The Nightmare Lands,4
find the album Biology Today An Issues Approach,5
What's the weather in Stone Mountain Kentucky,2
Add East Grand Blues to the This Is Nicky Jam playlist.,0
What time is American Gun playing,6
in Google Music play the top singles released in 1972,3
List movies at IMAX Corporation,6
add dj clay to my canciones del recuerdo,0
"Can you find me the movie , The Girl and the General ?",5
Play a song of I Myself And Me on Youtube,3
What is the weather forecast here ?,2
use Slacker to listen to seventies music,3
Find Spirit of the Bush .,5
Rate A Battle of Nerves three stars out of 6,4
rate the current book a four,4
Play top 20 from frank farian,3
What is the weather forecast for Winger,2
"find The Prince of Temple Street , a picture",5
What is the movie schedules for the movies nearby playing 23 seconds from now,6
Please add something by steve freund to my This Is Luis Fonsi playlist,0
Search for the George and the Big Bang TV show,5
Book a table for a party of 7 next year in ID .,1
"what will the weather be in Mascoutah , Tanzania at 090438 am",2
Add to my playlist house afterwork this tune,0
play Monie Love tunes on Google Music from 1984 from her song list,3
restaurant scandinavian in Grenada,1
Add christopher lawrence to my Always Pop Punk playlist.,0
Where can I find movie schedules,6
"weather in Nationalpark Nevado Tres Cruces on mar. 4th, 2020",2
Please rate Think Like a Freak 3 points out of 6 .,4
Play some 1999 symphony from Minami Takahashi,3
Play The Soft Parade .,3
PLpay the top ten track from Asia Nitollano on spotify .,3
Start up my Pachangueo Total playlist.,3
Please find the work titled Talking to Heaven,5
I want to hear some twenties music off of Deezer,3
put Ron Grainer on my disco fever playlist,0
"I need a table at somewhere within walking distance of NV on november the 24th, 2027",1
What's the weather here on 2/7/2021,2
Give the current book a one out of 6 .,4
What are the movie schedules,6
add Fabri Fibra to The Birth of Cool,0
How do I rate this book 4 stars?,4
Play some thrash metal .,3
What are the movie schedules for movies playing in the neighborhood,6
"Can you play a song off the album , jungle",3
I want to be Main Deli Steak House near Hendley .,1
whats the weather in Irma,2
Add Tobias Sammet to my bring back the 90s list,0
give Wannabe How The Spice Girls Reinvented Pop Fame 2 points,4
"book a table at a restaurant within the same area as The Octagon, Christchurch in Allentown",1
show movie times at Cinemark Theatres,6
I am giving this book called The Wide Window one out of 6 stars,4
Add tune to my Folk Music At The Gaslight Café,0
When is The Pirate Fairy playing at AMC Theaters ?,6
Play track Cabbage by Keiji Haino,3
what is the weather in Gem,2
I am looking for the creative work A Wonderful Life,5
Add this track to my lo que suena new york playlist,0
Find a game called The Life and Loves of Tschaikovsky .,5
play pandora tracks by Akhtar Sadmani,3
I'd like a new england added to Classical Moments in Movies .,0
What's the weather here at 2 PM.,2
Will there be a blizzard in Saudi Arabia around 2 o'clock,2
Add See Me Now to my enamorándose playlist,0
is it freezing in Prompton,2
Go to the photograph The Inflated Tear,5
Add Tarkan to my madrugando playlist,0
I want to hear some psychedelic rock,3
I'm looking for the work titled Converging Conspiracies,5
rate this textbook 5 stars,4
rate this current textbook 0 points,4
Book a gastropub that has balinese food in twenty hours in Comunas for my nephew and I,1
I'd like to move the artist named Matt Walker to the playlist grandes unplugged,0
List movie schedules for animated movies playing in the neighbourhood,6
what is the weather forecast for Shasha Forest Reserve in 43 weeks,2
stick Fonseca in the Songs to Sing in the Car playlist,0
when is Our Story showing next at North American Cinemas,6
book a table for 2 guests at a restaurant in Lazy Mountain NY,1
Find me the movie times for the Alamo Drafthouse Cinema,6
what time can i see The Conflicts of Life,6
what is the weather of New Jersey Palisades at three hundred three days from now,2
Book the Bobcat Bite .,1
Find the movie schedules for animated movies in the neighbourhood .,6
Will it get hotter in Zenith CT ?,2
Is it windy in Nauru ?,2
What's the weather like in Saint Regis Falls ND,2
What cinema has the closest movies,6
Out of 6 stars I give the chronicle three and look forward to what's next .,4
I would like this artist on drum & breaks .,0
Play the playlist Tropical Morning on Pandora,3
where can i watch Key to the City,6
Search for TERA The Exiled Realm of Arborea,5
What will the weather be faraway from here 308 days from now,2
Add jenifer to Rock the 2000's,0
show creativity of photograph of My Wonderful Day,5
Add a tune to my Sleep Sounds list,0
Play some gangsta music,3
Payette National Forest is cold weather and have lunch within walking distance,2
I want to World of Warcraft Tides of Darkness,5
Can you give me the movie schedules at Mann Theatres ?,6
Give The Phantom Ship a zero .,4
Play rhythmic,3
find meal time movie times close by for movies,6
give the following essay one stars,4
add doing all right to string theory,0
Rate my current essay zero out of 6,4
Add Jamaica Say You Will to my metal,0
I rate Observations one points,4
Find the movie schedule .,6
book a spot at a Crown Burgers that is close by West Compton,1
What's the forecast in Stobo ?,2
Play top-twenty fourties movement music by Mohammad Reza Lotfi .,3
Find The Modern World video game,5
"Will there be a storm in Palm City , WV ?",2
I want to go to the Freight House in Gabon,1
Add el pavo dustin to viajes,0
Find the Check Please photograph .,5
will it get warmer in Centenary around the Evening ?,2
What will the rainfall be in 1 second at Roy Lake State Park,2
Let me listen to The Music Of Nature album by Paul Draper .,3
Tell me the current forecast for Switzerland,2
Find The Fire in Our Throats Will Beckon the Thaw TV show,5
Add the name The 3rd World to the playlist Rock Me UP,0
Play a Wendy Carlos song from 2002,3
I'm looking for the television show The Flame,5
Play drum & bass music,3
Will it get cold in Nationalpark Mu Ko Phetra ?,2
I need to find the creative work Prince Hours,5
What time is Soul Surfer playing,6
Add this jimmy london tune to The New Waltz playlist,0
What's the weather forecast for Mansfield ?,2
What will the weather be in the current spot on 12/14/2023 .,2
I want to put this artist in Mellowed Out Gaming,0
Book a reservation for seven people at a steakhouse in Kenya,1
what is the weather forecast this week close-by my current position,2
Give The Lost Princess 3 stars .,4
play the top five songs by Gad Elbaz,3
book a spot in the same area as Yankee Doodle Coffee Shop in Madagascar,1
what is the forecast for freezing weather here,2
Find a photograph called Cope Park .,5
find Mash Confusion,5
I'd like to see Jack,5
give the current album a 1,4
I give the previous album a 4 .,4
Go to the television show Nothing Without You,5
in Taiwan will there be rainfall in Willimantic,2
play some synthpop,3
Where can I watch the TV series Polite People,5
"Book the best cafe on Jan. 18th, 2035 .",1
put Hugh Masekela onto my Music On Ibiza Guest List playlist,0
Find time for The Thirty Nine Steps,6
what animated movies are in the neighbourhood,6
What time is High Schools playing,6
Play music from 2012 on google music,3
Add shake your rump to my concentración indie rock playlist,0
Will it be chillier in Suwannee,2
Find me the show The Skull .,5
Weather on Croatan National Forest on jan. 21,2
I want to hear a Gucci Mane song from Last Fm from 2002,3
Show me the picture Gas Wars,5
Add histoires sans paroles to my Women of K-Pop list,0
Play Red Barchetta by Blind Lemon Jefferson .,3
What is Fantasy Zone II The Tears of Opa-Opa,5
add the current tune to my Rock Gaming playlist,0
What will it be like in six PM at the current place,2
please put this tune into the All A Cappella playlist,0
"find History of North Dakota , a TV series",5
Give the current chronicle a three .,4
"book a restaurant in McMurray on august seventeenth for marjorie vasquez, edith and martina",1
Play an album from the fourties,3
What time is Phil Ochs There but for Fortune playing at the movie house,6
Is it freezing in Kelso,2
add Kisaki to Family Road Trip playlist,0
this novel gets 1 star,4
Play me a popular song by Koichi Domoto,3
Play Henrie Mutuku album from 1957,3
add munia the tale to my playlist called Adrenaline Workout,0
What films are playing at Pacific Theatres,6
I want to hear Techno-industrial music.,3
Can you search Miracle in the Rain ?,5
Will there be fog in my current position,2
Add janie jones to my Indie Pop,0
add track to my life's short; play fast playlist,0
show freezing forcast now within the same area in North Dakota,2
play Who Do You Think You Are by Magnifico with spotify,3
find me a game called Spaceball,5
What's the weather close to Cambodia at 054413,2
what is the temperate in Uzbekistan,2
Is The Cycle playing at Consolidated Theatres ?,6
Show me when Scandalous John is playing.,6
What animated movies are at the closest movie house near brunch,6
Book the Labworth Café in Ethiopia for six people.,1
